,rna,mol,label
609,11,23,0
610,12,23,0.0
611,13,23,0
612,14,23,0.0
613,15,23,0.0
614,16,23,0.0
615,17,23,0.0
616,18,23,0.0
617,19,23,0
618,20,23,0.0
619,21,23,0
620,22,23,0.0
621,23,23,0.0
622,24,23,0.0
623,25,23,0
624,0,24,0
625,1,24,1
626,2,24,0.0
627,3,24,0.0
628,4,24,1
629,5,24,0
630,6,24,1.0
631,7,24,0
632,8,24,1
633,9,24,0
634,10,24,0
635,11,24,1
636,12,24,0.0
637,13,24,0
638,14,24,0.0
639,15,24,0.0
640,16,24,0.0
641,17,24,0.0
642,18,24,0.0
643,19,24,0
644,20,24,0.0
645,21,24,1
646,22,24,0.0
647,23,24,1.0
648,24,24,0.0
649,25,24,1
650,0,25,0
651,1,25,0
652,2,25,0.0
653,3,25,0.0
654,4,25,0
655,5,25,0
656,6,25,0.0
657,7,25,0
658,8,25,0
659,9,25,0
660,10,25,0
661,11,25,0
662,12,25,0.0
663,13,25,0
664,14,25,0.0
665,15,25,0.0
666,16,25,0.0
667,17,25,0.0
668,18,25,0.0
669,19,25,0
670,20,25,1.0
671,21,25,0
672,22,25,0.0
673,23,25,0.0
674,24,25,0.0
675,25,25,0
676,0,26,0
677,1,26,0
678,2,26,0.0
679,3,26,0.0
680,4,26,0
681,5,26,0
682,6,26,0.0
683,7,26,0
684,8,26,0
685,9,26,0
686,10,26,0
687,11,26,0
688,12,26,0.0
689,13,26,0
690,14,26,0.0
691,15,26,0.0
692,16,26,0.0
693,17,26,0.0
694,18,26,0.0
695,19,26,0
696,20,26,1.0
697,21,26,0
698,22,26,0.0
699,23,26,1.0
700,24,26,0.0
701,25,26,0
702,0,27,1
703,1,27,0
704,2,27,0.0
705,3,27,0.0
706,4,27,1
707,5,27,0
708,6,27,0.0
709,7,27,0
710,8,27,0
711,9,27,0
712,10,27,0
713,11,27,0
714,12,27,0.0
715,13,27,0
716,14,27,0.0
717,15,27,0.0
718,16,27,0.0
719,17,27,0.0
720,18,27,0.0
721,19,27,0
722,20,27,0.0
723,21,27,0
724,22,27,0.0
725,23,27,0.0
726,24,27,0.0
727,25,27,0
728,0,28,0
729,1,28,0
730,2,28,0.0
731,3,28,0.0
732,4,28,0
733,5,28,0
734,6,28,1.0
735,7,28,0
736,8,28,1
737,9,28,0
738,10,28,0
739,11,28,0
740,12,28,0.0
741,13,28,0
742,14,28,0.0
743,15,28,0.0
744,16,28,0.0
745,17,28,0.0
746,18,28,0.0
747,19,28,0
748,20,28,0.0
749,21,28,0
750,22,28,0.0
751,23,28,0.0
752,24,28,0.0
753,25,28,0
754,0,29,0
755,1,29,0
756,2,29,0.0
757,3,29,0.0
758,4,29,0
759,5,29,0
760,6,29,0.0
761,7,29,0
762,8,29,1
763,9,29,0
764,10,29,0
765,11,29,0
766,12,29,0.0
767,13,29,0
768,14,29,0.0
769,15,29,0.0
770,16,29,0.0
771,17,29,0.0
772,18,29,0.0
773,19,29,0
774,20,29,0.0
775,21,29,0
776,22,29,0.0
777,23,29,0.0
778,24,29,0.0
779,25,29,0
780,0,30,0
781,1,30,0
782,2,30,0.0
783,3,30,1.0
784,4,30,1
785,5,30,0
786,7,30,0
787,8,30,0
788,9,30,0
789,10,30,0
790,11,30,0
791,13,30,0
792,14,30,0.0
793,15,30,0.0
794,16,30,0.0
795,17,30,0.0
796,18,30,0.0
797,19,30,0
798,20,30,0.0
799,21,30,0
800,23,30,0.0
801,24,30,0.0
802,25,30,0
803,0,31,0
804,1,31,0
805,2,31,0.0
806,3,31,0.0
807,4,31,0
808,5,31,0
809,7,31,0
810,8,31,0
811,9,31,0
812,10,31,0
813,11,31,0
814,13,31,0
815,14,31,0.0
816,15,31,0.0
817,16,31,0.0
818,17,31,0.0
819,18,31,0.0
820,19,31,1
821,20,31,1.0
822,21,31,1
823,23,31,0.0
824,24,31,0.0
825,25,31,0
826,0,32,1
827,1,32,0
828,2,32,0.0
829,3,32,0.0
830,4,32,0
831,5,32,0
832,7,32,0
833,8,32,0
834,9,32,0
835,10,32,0
836,11,32,0
837,13,32,1
838,14,32,0.0
839,15,32,0.0
840,16,32,0.0
841,17,32,0.0
842,18,32,0.0
843,19,32,0
844,20,32,1.0
845,21,32,1
846,23,32,0.0
847,24,32,0.0
848,25,32,1
849,0,33,0
850,1,33,0
851,2,33,0.0
852,3,33,0.0
853,4,33,0
854,5,33,0
855,7,33,0
856,8,33,0
857,9,33,0
858,10,33,0
859,11,33,0
860,13,33,0
861,14,33,0.0
862,15,33,0.0
863,16,33,0.0
864,17,33,0.0
865,18,33,0.0
866,19,33,0
867,20,33,1.0
868,21,33,1
869,23,33,0.0
870,24,33,0.0
871,25,33,0
872,0,34,0
873,1,34,0
874,2,34,0.0
875,3,34,0.0
876,4,34,0
877,5,34,0
878,7,34,0
879,8,34,0
880,9,34,0
881,10,34,0
882,11,34,0
883,13,34,0
884,14,34,0.0
885,15,34,0.0
886,16,34,0.0
887,17,34,0.0
888,18,34,0.0
889,19,34,1
890,20,34,0.0
891,21,34,0
892,23,34,0.0
893,24,34,0.0
894,25,34,0
895,0,35,0
896,1,35,0
897,2,35,0.0
898,3,35,0.0
899,4,35,0
900,5,35,1
901,7,35,0
902,8,35,0
903,9,35,1
904,10,35,0
905,11,35,1
906,13,35,0
907,14,35,0.0
908,15,35,0.0
909,16,35,0.0
910,17,35,0.0
911,18,35,0.0
912,19,35,0
913,20,35,0.0
914,21,35,0
915,23,35,0.0
916,24,35,0.0
917,25,35,0
918,0,36,0
919,1,36,0
920,2,36,0.0
921,3,36,0.0
922,4,36,0
923,5,36,0
924,7,36,0
925,8,36,0
926,9,36,0
927,10,36,0
928,11,36,0
929,13,36,0
930,14,36,0.0
931,15,36,0.0
932,16,36,0.0
933,17,36,0.0
934,18,36,0.0
935,19,36,0
936,20,36,1.0
937,21,36,0
938,23,36,0.0
939,24,36,0.0
940,25,36,0
941,0,37,1
942,1,37,0
943,2,37,0.0
944,3,37,0.0
945,4,37,0
946,5,37,0
947,6,37,0.0
948,7,37,0
949,8,37,0
950,9,37,0
951,10,37,0
952,11,37,0
953,12,37,0.0
954,13,37,0
955,14,37,0.0
956,15,37,0.0
957,16,37,0.0
958,17,37,0.0
959,18,37,0.0
960,19,37,0
961,20,37,0.0
962,21,37,0
963,22,37,0.0
964,23,37,0.0
965,24,37,0.0
966,25,37,0
967,0,38,0
968,1,38,0
969,2,38,0.0
970,3,38,0.0
971,4,38,0
972,5,38,0
973,7,38,0
974,8,38,0
975,9,38,0
976,10,38,0
977,11,38,0
978,13,38,1
979,14,38,0.0
980,15,38,0.0
981,16,38,0.0
982,17,38,0.0
983,18,38,0.0
984,19,38,0
985,20,38,0.0
986,21,38,0
987,23,38,0.0
988,24,38,0.0
989,25,38,0
990,0,39,1
991,1,39,0
992,2,39,0.0
993,3,39,0.0
994,4,39,0
995,5,39,0
996,7,39,0
997,8,39,0
998,9,39,0
999,10,39,0
1000,11,39,0
1001,13,39,0
1002,14,39,0.0
1003,15,39,0.0
1004,16,39,0.0
1005,17,39,0.0
1006,18,39,0.0
1007,19,39,0
1008,20,39,0.0
1009,21,39,0
1010,23,39,0.0
1011,24,39,0.0
1012,25,39,0
1013,0,40,0
1014,1,40,0
1015,2,40,0.0
1016,3,40,0.0
1017,4,40,0
1018,5,40,0
1019,6,40,0.0
1020,7,40,0
1021,8,40,1
1022,9,40,0
1023,10,40,0
1024,11,40,0
1025,12,40,0.0
1026,13,40,0
1027,14,40,0.0
1028,15,40,0.0
1029,16,40,0.0
1030,17,40,0.0
1031,18,40,0.0
1032,19,40,0
1033,20,40,0.0
1034,21,40,0
1035,22,40,0.0
1036,23,40,0.0
1037,24,40,0.0
1038,25,40,0
1039,0,41,0
1040,1,41,0
1041,2,41,0.0
1042,3,41,0.0
1043,4,41,0
1044,5,41,0
1045,6,41,0.0
1046,7,41,0
1047,8,41,0
1048,9,41,0
1049,10,41,0
1050,11,41,0
1051,12,41,0.0
1052,13,41,0
1053,14,41,1.0
1054,15,41,0.0
1055,16,41,1.0
1056,17,41,0.0
1057,18,41,0.0
1058,19,41,0
1059,20,41,0.0
1060,21,41,0
1061,22,41,0.0
1062,23,41,0.0
1063,24,41,0.0
1064,25,41,0
1065,0,42,0
1066,1,42,0
1067,2,42,0.0
1068,3,42,0.0
1069,4,42,0
1070,5,42,0
1071,7,42,0
1072,8,42,0
1073,9,42,0
1074,10,42,0
1075,11,42,0
1076,13,42,0
1077,14,42,0.0
1078,15,42,0.0
1079,16,42,0.0
1080,17,42,0.0
1081,18,42,0.0
1082,19,42,0
1083,20,42,1.0
1084,21,42,0
1085,23,42,0.0
1086,24,42,0.0
1087,25,42,0
1088,0,43,1
1089,1,43,0
1090,2,43,0.0
1091,3,43,0.0
1092,4,43,0
1093,5,43,0
1094,7,43,0
1095,8,43,0
1096,9,43,0
1097,10,43,0
1098,11,43,0
1099,13,43,0
1100,14,43,0.0
1101,15,43,0.0
1102,16,43,0.0
1103,17,43,0.0
1104,18,43,0.0
1105,19,43,0
1106,20,43,0.0
1107,21,43,0
1108,23,43,0.0
1109,24,43,0.0
1110,25,43,0
1111,0,44,0
1112,1,44,0
1113,2,44,0.0
1114,3,44,0.0
1115,4,44,1
1116,5,44,1
1117,6,44,0.0
1118,7,44,0
1119,8,44,0
1120,9,44,0
1121,10,44,0
1122,11,44,0
1123,12,44,1.0
1124,13,44,0
1125,14,44,0.0
1126,15,44,1.0
1127,16,44,0.0
1128,17,44,0.0
1129,18,44,0.0
1130,19,44,0
1131,20,44,0.0
1132,21,44,0
1133,22,44,1.0
1134,23,44,0.0
1135,24,44,0.0
1136,25,44,0
1137,0,45,0
1138,1,45,0
1139,2,45,0.0
1140,3,45,0.0
1141,4,45,0
1142,5,45,0
1143,7,45,0
1144,8,45,0
1145,9,45,0
1146,10,45,0
1147,11,45,0
1148,13,45,0
1149,14,45,0.0
1150,15,45,0.0
1151,16,45,0.0
1152,17,45,0.0
1153,18,45,0.0
1154,19,45,1
1155,20,45,0.0
1156,21,45,1
1157,23,45,0.0
1158,24,45,0.0
1159,25,45,0
1160,0,46,0
1161,1,46,0
1162,2,46,0.0
1163,3,46,0.0
1164,4,46,0
1165,5,46,0
1166,7,46,0
1167,8,46,0
1168,9,46,0
1169,10,46,0
1170,11,46,0
1171,12,46,0.0
1172,13,46,0
1173,14,46,0.0
1174,15,46,1.0
1175,16,46,0.0
1176,17,46,0.0
1177,18,46,0.0
1178,19,46,0
1179,20,46,0.0
1180,21,46,0
1181,22,46,0.0
1182,23,46,0.0
1183,24,46,0.0
1184,25,46,0
1185,0,47,1
1186,1,47,0
1187,2,47,0.0
1188,3,47,0.0
1189,4,47,0
1190,5,47,0
1191,7,47,0
1192,8,47,0
1193,9,47,0
1194,10,47,0
1195,11,47,0
1196,12,47,0.0
1197,13,47,1
1198,14,47,0.0
1199,15,47,0.0
1200,16,47,0.0
1201,17,47,0.0
1202,18,47,0.0
1203,19,47,0
1204,20,47,0.0
1205,21,47,1
1206,22,47,0.0
1207,23,47,0.0
1208,24,47,0.0
1209,25,47,0
1210,0,48,0
1211,1,48,0
1212,2,48,0.0
1213,3,48,0.0
1214,4,48,0
1215,5,48,0
1216,7,48,0
1217,8,48,0
1218,9,48,0
1219,10,48,0
1220,11,48,0
1221,13,48,0
1222,14,48,0.0
1223,15,48,0.0
1224,16,48,0.0
1225,17,48,0.0
1226,18,48,0.0
1227,19,48,0
1228,20,48,0.0
1229,21,48,0
1230,23,48,0.0
1231,24,48,1.0
1232,25,48,0
1233,0,49,0
1234,1,49,0
1235,2,49,1.0
1236,3,49,0.0
1237,4,49,0
1238,5,49,0
1239,7,49,0
1240,8,49,0
1241,9,49,0
1242,10,49,0
1243,11,49,0
1244,12,49,0.0
1245,13,49,0
1246,14,49,0.0
1247,15,49,0.0
1248,16,49,0.0
1249,17,49,0.0
1250,18,49,0.0
1251,19,49,0
1252,20,49,0.0
1253,21,49,0
1254,22,49,0.0
1255,23,49,0.0
1256,24,49,1.0
1257,25,49,0
1258,0,50,0
1259,1,50,0
1260,2,50,0.0
1261,3,50,0.0
1262,4,50,0
1263,5,50,0
1264,7,50,0
1265,8,50,0
1266,9,50,0
1267,10,50,0
1268,11,50,0
1269,12,50,0.0
1270,13,50,1
1271,14,50,0.0
1272,15,50,0.0
1273,16,50,0.0
1274,17,50,0.0
1275,18,50,0.0
1276,19,50,0
1277,20,50,0.0
1278,21,50,0
1279,22,50,0.0
1280,23,50,0.0
1281,24,50,0.0
1282,25,50,0
1283,0,51,0
1284,1,51,0
1285,2,51,0.0
1286,3,51,0.0
1287,4,51,0
1288,5,51,0
1289,7,51,0
1290,8,51,0
1291,9,51,0
1292,10,51,0
1293,11,51,0
1294,13,51,0
1295,14,51,0.0
1296,15,51,0.0
1297,16,51,0.0
1298,17,51,0.0
1299,18,51,0.0
1300,19,51,0
1301,20,51,0.0
1302,21,51,0
1303,23,51,0.0
1304,24,51,1.0
1305,25,51,0
1306,0,52,1
1307,1,52,1
1308,2,52,1.0
1309,3,52,1.0
1310,4,52,1
1311,5,52,1
1312,7,52,1
1313,8,52,0
1314,9,52,1
1315,10,52,1
1316,11,52,1
1317,13,52,1
1318,14,52,0.0
1319,15,52,1.0
1320,16,52,1.0
1321,17,52,1.0
1322,18,52,1.0
1323,19,52,0
1324,20,52,0.0
1325,21,52,0
1326,23,52,0.0
1327,24,52,1.0
1328,25,52,1
1329,0,53,0
1330,1,53,0
1331,2,53,0.0
1332,3,53,0.0
1333,4,53,1
1334,5,53,0
1335,7,53,0
1336,8,53,0
1337,9,53,0
1338,10,53,0
1339,11,53,0
1340,12,53,1.0
1341,13,53,0
1342,14,53,0.0
1343,15,53,0.0
1344,16,53,0.0
1345,17,53,0.0
1346,18,53,0.0
1347,19,53,0
1348,20,53,0.0
1349,21,53,0
1350,22,53,1.0
1351,23,53,0.0
1352,24,53,0.0
1353,25,53,0
1354,0,54,0
1355,1,54,0
1356,4,54,0
1357,5,54,0
1358,7,54,0
1359,8,54,0
1360,9,54,0
1361,10,54,0
1362,11,54,0
1363,12,54,0.0
1364,13,54,0
1365,19,54,0
1366,20,54,1.0
1367,21,54,0
1368,22,54,0.0
1369,25,54,0
1370,0,55,0
1371,1,55,0
1372,2,55,0.0
1373,3,55,0.0
1374,4,55,0
1375,5,55,0
1376,7,55,0
1377,8,55,0
1378,9,55,0
1379,10,55,0
1380,11,55,0
1381,12,55,0.0
1382,13,55,1
1383,14,55,0.0
1384,15,55,0.0
1385,16,55,0.0
1386,17,55,0.0
1387,18,55,0.0
1388,19,55,0
1389,20,55,0.0
1390,21,55,1
1391,22,55,0.0
1392,23,55,0.0
1393,24,55,0.0
1394,25,55,0
1395,0,56,0
1396,1,56,0
1397,2,56,0.0
1398,3,56,0.0
1399,4,56,0
1400,5,56,0
1401,7,56,0
1402,8,56,0
1403,9,56,0
1404,10,56,0
1405,11,56,0
1406,13,56,0
1407,14,56,0.0
1408,15,56,0.0
1409,16,56,0.0
1410,17,56,0.0
1411,18,56,0.0
1412,19,56,0
1413,20,56,0.0
1414,21,56,0
1415,23,56,1.0
1416,24,56,0.0
1417,25,56,0
1418,0,57,0
1419,1,57,0
1420,2,57,0.0
1421,3,57,0.0
1422,4,57,0
1423,5,57,0
1424,7,57,0
1425,8,57,0
1426,9,57,0
1427,10,57,0
1428,11,57,0
1429,12,57,0.0
1430,13,57,0
1431,14,57,0.0
1432,15,57,0.0
1433,16,57,0.0
1434,17,57,0.0
1435,18,57,0.0
1436,19,57,0
1437,20,57,0.0
1438,21,57,0
1439,22,57,0.0
1440,23,57,0.0
1441,24,57,1.0
1442,25,57,0
1443,0,58,0
1444,1,58,0
1445,2,58,0.0
1446,3,58,0.0
1447,4,58,0
1448,5,58,0
1449,7,58,0
1450,8,58,0
1451,9,58,0
1452,10,58,0
1453,11,58,0
1454,12,58,0.0
1455,13,58,0
1456,14,58,0.0
1457,15,58,0.0
1458,16,58,0.0
1459,17,58,0.0
1460,18,58,0.0
1461,19,58,0
1462,20,58,0.0
1463,21,58,0
1464,22,58,0.0
1465,23,58,0.0
1466,24,58,0.0
1467,25,58,1
1468,0,59,0
1469,1,59,1
1470,4,59,0
1471,5,59,0
1472,7,59,0
1473,8,59,0
1474,9,59,0
1475,10,59,0
1476,11,59,0
1477,12,59,0.0
1478,13,59,0
1479,19,59,0
1480,20,59,0.0
1481,21,59,0
1482,22,59,0.0
1483,25,59,0
1484,0,60,0
1485,1,60,0
1486,4,60,0
1487,5,60,0
1488,7,60,0
1489,8,60,0
1490,9,60,0
1491,10,60,0
1492,11,60,0
1493,12,60,0.0
1494,13,60,0
1495,19,60,0
1496,20,60,0.0
1497,21,60,0
1498,22,60,0.0
1499,25,60,1
1500,0,61,0
1501,1,61,0
1502,4,61,0
1503,5,61,0
1504,7,61,0
1505,8,61,0
1506,9,61,0
