RNA_id,mol_id,true_affinity,predicted_affinity,ablation,seed
PreQ1,5224153,1.0,6.2356786275358695,none,0
PreQ1,5250905,1.0,4.312779273249614,none,0
PreQ1,5251-2481,1.0,9.028962674229579,none,0
PreQ1,5269563,1.0,5.827623982388459,none,0
PreQ1,5320336,1.0,7.5562777256527225,none,0
PreQ1,5324234,1.0,5.486875386050656,none,0
PreQ1,5325779,1.0,5.48559021263994,none,0
PreQ1,5331322,1.0,4.27422129636615,none,0
PreQ1,5346676,1.0,6.822244305266321,none,0
PreQ1,5346837,1.0,4.857663492537791,none,0
PreQ1,5347443,1.0,6.859081181253704,none,0
PreQ1,5350878,1.0,8.017512196675217,none,0
PreQ1,56075039,1.0,8.913842463033351,none,0
PreQ1,56240352,1.0,6.124938569348132,none,0
PreQ1,5695-0979,1.0,5.2200993803143465,none,0
PreQ1,5717805,1.0,7.357661139725325,none,0
PreQ1,5718973,1.0,9.226750608007208,none,0
PreQ1,57980040,1.0,5.677241030383502,none,0
PreQ1,5924771,1.0,4.708112903554399,none,0
PreQ1,6044923,1.0,7.302813987263917,none,0
PreQ1,6134473,1.0,8.559077153206353,none,0
PreQ1,6357130,1.0,6.211993348643693,none,0
PreQ1,6372845,1.0,6.2007320527783385,none,0
PreQ1,6786638,1.0,10.745234590468161,none,0
PreQ1,6802876,1.0,4.670717358618946,none,0
PreQ1,8001-8198,1.0,4.777181726549628,none,0
PreQ1,8004-9540,1.0,6.915063481941054,none,0
PreQ1,8005-0366,1.0,5.559210296087553,none,0
PreQ1,8007-0773,1.0,4.606759430574584,none,0
PreQ1,8007-1084,1.0,7.834747488543314,none,0
PreQ1,8007-2266,1.0,7.200098475960903,none,0
PreQ1,8008-4440,1.0,5.775673339068305,none,0
PreQ1,8010-0067,1.0,4.9917267026748835,none,0
PreQ1,8010-4817,1.0,7.029965823404736,none,0
PreQ1,8013-2954,1.0,5.839042242059868,none,0
PreQ1,8014-7935,1.0,5.59008004292991,none,0
PreQ1,80141,1.0,5.506825885613825,none,0
PreQ1,8018-2758,1.0,8.246164282449044,none,0
PreQ1,8018-2852,1.0,5.318486272235598,none,0
PreQ1,8018-2966,1.0,6.1915035151358975,none,0
PreQ1,8018-4095,1.0,6.865370310830574,none,0
PreQ1,8018-7423,1.0,5.825411028242524,none,0
PreQ1,8019-6726,1.0,5.054530690658247,none,0
PreQ1,8019-9061,1.0,7.594125267835538,none,0
PreQ1,8019-9983,1.0,5.855801990051699,none,0
PreQ1,8020-0820,1.0,8.031874974732519,none,0
PreQ1,8020-1001,1.0,5.635113537599008,none,0
PreQ1,8020-1052,1.0,6.921275110108558,none,0
PreQ1,8020-1571,1.0,6.824769524226394,none,0
PreQ1,8020-2578,1.0,4.7575009481195805,none,0
PreQ1,8020-2683,1.0,6.029768384319003,none,0
PreQ1,8104-04425,1.0,7.370750351141955,none,0
PreQ1,8104-04684,1.0,5.925043527099476,none,0
PreQ1,8104-04926,1.0,6.967679419863627,none,0
PreQ1,8388-1007,1.0,6.968810804808296,none,0
PreQ1,8388-1008,1.0,7.122473042241036,none,0
PreQ1,9188721,1.0,5.995442092256934,none,0
PreQ1,9190966,1.0,3.976817542556982,none,0
PreQ1,9205277,1.0,5.848845793338171,none,0
PreQ1,9207725,1.0,5.953455585083759,none,0
PreQ1,9209599,1.0,6.152376407298184,none,0
PreQ1,9212199,1.0,8.791865111675886,none,0
PreQ1,96491,1.0,5.030790264784231,none,0
PreQ1,C066-5322,1.0,6.544830380833238,none,0
PreQ1,C169-0255,1.0,6.320454773514067,none,0
PreQ1,C200-2690,1.0,6.862287182908435,none,0
PreQ1,C200-4138,1.0,5.761487935618103,none,0
PreQ1,C201-0688,1.0,7.06233418193525,none,0
PreQ1,C201-1740,1.0,4.888488790125047,none,0
PreQ1,C273-0281,1.0,3.9290705717366268,none,0
PreQ1,C273-0340,1.0,5.575454295950752,none,0
PreQ1,C430-1098,1.0,6.020766420173143,none,0
PreQ1,C749-0018,1.0,5.600536627501335,none,0
PreQ1,C908-0509,1.0,8.37762020104029,none,0
PreQ1,D033-0127,1.0,7.2081109673111134,none,0
PreQ1,D063-1068,1.0,8.614936338246874,none,0
PreQ1,D063-1117,1.0,8.86648403842993,none,0
PreQ1,D068-0219,1.0,4.869322984880971,none,0
PreQ1,D072-0403,1.0,4.092814989379497,none,0
PreQ1,D172-0473,1.0,4.690727174520663,none,0
PreQ1,D186-0394,1.0,3.885314696698579,none,0
PreQ1,D245-0159,1.0,6.710757877386942,none,0
PreQ1,D482-2054,1.0,5.798097490680617,none,0
PreQ1,D494-0506,1.0,7.52608433963696,none,0
PreQ1,D704-1692,1.0,7.453499172294774,none,0
PreQ1,D718-0691,1.0,7.961079690241825,none,0
PreQ1,D731-0066,1.0,8.289733088627802,none,0
PreQ1,E470-0146,1.0,4.567981352536698,none,0
PreQ1,E511-0764,1.0,4.228017249414126,none,0
PreQ1,E595-0532,1.0,9.25875502006948,none,0
PreQ1,E679-0020,1.0,5.911558179589807,none,0
PreQ1,NCGC00016672-04,1.0,4.017160872839044,none,0
PreQ1,NCGC00247866-04,1.0,7.749842972331822,none,0
PreQ1,NCGC00346490-01,1.0,11.734704604418173,none,0
PreQ1,NCGC00346964-01,1.0,6.843323198027125,none,0
ZTP,0422-0091,1.0,3.865593457602862,none,0
ZTP,0812-1025,1.0,4.36331166911896,none,0
ZTP,0846-0051,1.0,4.538527524468687,none,0
ZTP,123458,1.0,4.347027727175314,none,0
ZTP,13691493,1.0,4.284099689023057,none,0
ZTP,13915713,1.0,4.612930558836942,none,0
ZTP,14876887,1.0,4.084006152801518,none,0
ZTP,15670813,1.0,3.793835134625822,none,0
ZTP,15896825,1.0,4.248084006977433,none,0
ZTP,17818802,1.0,5.981444376626423,none,0
ZTP,17988292,1.0,4.112671546287251,none,0
ZTP,19264424,1.0,4.409457514166256,none,0
ZTP,1965-0024,1.0,5.0231665302838095,none,0
ZTP,1988-0087,1.0,4.929189766576619,none,0
ZTP,20252371,1.0,4.447756829729419,none,0
ZTP,20360930,1.0,4.798202980046442,none,0
ZTP,20674759,1.0,6.808487465981453,none,0
ZTP,20675366,1.0,4.105819103515997,none,0
ZTP,21179623,1.0,6.60943095035172,none,0
ZTP,21562311,1.0,5.083913574207869,none,0
ZTP,2252-1548,1.0,4.326208470167172,none,0
ZTP,2435-0198,1.0,6.169094681695142,none,0
ZTP,2810-4198,1.0,4.374873604668467,none,0
ZTP,2810-4224,1.0,4.732413619622381,none,0
ZTP,2810-4227,1.0,3.719717080729412,none,0
ZTP,2810-4228,1.0,4.0201896164212805,none,0
ZTP,328403,1.0,5.82256727878571,none,0
ZTP,33439679,1.0,4.779501481121731,none,0
ZTP,33446163,1.0,5.30900003547418,none,0
ZTP,3394-0298,1.0,5.634504670039197,none,0
ZTP,3535-0310,1.0,7.3505011837219625,none,0
ZTP,3738-4868,1.0,4.970321054975614,none,0
ZTP,39837810,1.0,6.075713194195545,none,0
ZTP,4013-2178,1.0,5.656692897727383,none,0
ZTP,40183085,1.0,7.166761926754232,none,0
ZTP,4112-3380,1.0,6.460419143381006,none,0
ZTP,4112-3524,1.0,3.990191824972233,none,0
ZTP,41650554,1.0,6.140979570201963,none,0
ZTP,42351021,1.0,4.493543235171689,none,0
ZTP,4269-3090,1.0,5.262988511145494,none,0
ZTP,4432-2269,1.0,3.884776547947098,none,0
ZTP,4788-0739,1.0,4.142558279534127,none,0
ZTP,47926615,1.0,4.84002868043076,none,0
ZTP,48085150,1.0,4.61842769279536,none,0
ZTP,48093352,1.0,4.709377182606293,none,0
ZTP,48121597,1.0,4.18643309563868,none,0
ZTP,5119828,1.0,4.94726954703029,none,0
ZTP,5172392,1.0,7.104732829682785,none,0
ZTP,5174475,1.0,6.823835381204702,none,0
ZTP,5180537,1.0,5.025623962065094,none,0
ZTP,5200786,1.0,6.10321528205452,none,0
ZTP,5213078,1.0,4.291896002890777,none,0
ZTP,5215844,1.0,4.365284761036939,none,0
ZTP,5224153,1.0,4.532535306305012,none,0
ZTP,5236854,1.0,4.7334187779881916,none,0
ZTP,5236945,1.0,6.462727202056895,none,0
ZTP,5248546,1.0,7.607072158299549,none,0
ZTP,5253879,1.0,5.527016855548723,none,0
ZTP,5320336,1.0,5.853134404421862,none,0
ZTP,5350-0016,1.0,6.192353922998853,none,0
ZTP,5350-0056,1.0,6.097922903986732,none,0
ZTP,5350878,1.0,6.314368875444357,none,0
ZTP,5600837,1.0,7.627674996139377,none,0
ZTP,56075039,1.0,7.210699141802491,none,0
ZTP,5628157,1.0,5.100934748027467,none,0
ZTP,5661401,1.0,5.300263693276355,none,0
ZTP,5718973,1.0,7.52360728677635,none,0
ZTP,58209539,1.0,7.216420536646253,none,0
ZTP,5864844,1.0,6.084265960263465,none,0
ZTP,5878848,1.0,5.19077443122935,none,0
ZTP,58975776,1.0,3.2851525081683746,none,0
ZTP,6044718,1.0,6.647014183507386,none,0
ZTP,6233-2517,1.0,5.369616480964128,none,0
ZTP,6372845,1.0,4.497588731547481,none,0
ZTP,6415-0035,1.0,5.064640421013323,none,0
ZTP,6432111,1.0,5.788858825441279,none,0
ZTP,646976,1.0,4.165141544844145,none,0
ZTP,6640-0077,1.0,4.257082535457524,none,0
ZTP,67436,1.0,7.64850675164657,none,0
ZTP,7380-0010,1.0,7.689021310838887,none,0
ZTP,9142557,1.0,5.05026222192793,none,0
ZTP,9188721,1.0,4.292298771026075,none,0
ZTP,9205277,1.0,4.145702472107312,none,0
ZTP,92892,1.0,4.338990296106682,none,0
ZTP,93817,1.0,5.070624233465091,none,0
ZTP,94600,1.0,7.064672548807533,none,0
ZTP,C736-0159,1.0,4.580087864136074,none,0
ZTP,C748-0097,1.0,6.12327160173015,none,0
ZTP,C769-1565,1.0,4.353551047736749,none,0
ZTP,C769-1951,1.0,4.978075373998423,none,0
ZTP,C908-0403,1.0,6.8726605584300975,none,0
ZTP,D030-0007,1.0,4.019254882974126,none,0
ZTP,D033-0008,1.0,6.988904924351349,none,0
ZTP,D033-0127,1.0,5.504967646080254,none,0
ZTP,D043-0245,1.0,4.587183477248484,none,0
ZTP,D043-0278,1.0,5.127813125611306,none,0
ZTP,D063-1068,1.0,6.9117930170160164,none,0
ZTP,D063-1117,1.0,7.1633407171990715,none,0
ZTP,D072-0757,1.0,4.279764740566815,none,0
ZTP,D114-0037,1.0,4.798383043023167,none,0
ZTP,D150-0146,1.0,4.253300488238878,none,0
ZTP,D172-0423,1.0,4.773439108367132,none,0
ZTP,D175-0122,1.0,4.492996358363604,none,0
ZTP,D175-0127,1.0,5.1306122223598285,none,0
ZTP,D272-0737,1.0,3.8299849080417445,none,0
ZTP,D300-0327,1.0,4.484810662918029,none,0
ZTP,D301-0080,1.0,4.953286511634524,none,0
ZTP,D334-0126,1.0,5.461869214801582,none,0
ZTP,D367-0429,1.0,5.813132761094935,none,0
ZTP,D385-0095,1.0,4.086779933043109,none,0
ZTP,D434-0692,1.0,7.412701533251409,none,0
ZTP,D454-0054,1.0,5.810246701760481,none,0
ZTP,D454-0510,1.0,6.02952418895865,none,0
ZTP,D503-0232,1.0,4.717476686311182,none,0
ZTP,D665-0262,1.0,4.953375831510654,none,0
ZTP,E138-2000,1.0,6.579431932711029,none,0
ZTP,E738-0215,1.0,7.802029649738726,none,0
ZTP,E738-0441,1.0,6.984672170138478,none,0
ZTP,NCGC00165722-02,1.0,4.10475178809521,none,0
ZTP,NCGC00346964-01,1.0,5.140179876796267,none,0
PreQ1,Neg_lig_29,0.0,4.536163077242678,none,0
PreQ1,Neg_lig_111,0.0,5.27814323882347,none,0
PreQ1,Neg_lig_136,0.0,5.396070017784112,none,0
PreQ1,Neg_lig_140,0.0,7.77759136141864,none,0
PreQ1,Neg_lig_145,0.0,5.667627449136404,none,0
PreQ1,Neg_lig_160,0.0,5.148691449765392,none,0
PreQ1,Neg_lig_207,0.0,5.31957337204479,none,0
PreQ1,Neg_lig_231,0.0,6.023194547278427,none,0
PreQ1,Neg_lig_250,0.0,7.538772882969918,none,0
PreQ1,Neg_lig_263,0.0,6.480806853865722,none,0
PreQ1,Neg_lig_288,0.0,5.707766276989762,none,0
PreQ1,Neg_lig_297,0.0,8.084206938109372,none,0
PreQ1,Neg_lig_299,0.0,4.998080404167782,none,0
PreQ1,Neg_lig_321,0.0,8.67000384755026,none,0
PreQ1,Neg_lig_323,0.0,6.830684405266886,none,0
PreQ1,Neg_lig_341,0.0,9.335020777401516,none,0
PreQ1,Neg_lig_364,0.0,11.106611330360103,none,0
PreQ1,Neg_lig_366,0.0,6.0796415745647705,none,0
PreQ1,Neg_lig_368,0.0,9.886034864092744,none,0
PreQ1,Neg_lig_375,0.0,5.096957089487536,none,0
PreQ1,Neg_lig_403,0.0,1.7938640760499833,none,0
PreQ1,Neg_lig_423,0.0,7.329149902487594,none,0
PreQ1,Neg_lig_496,0.0,7.676195948488787,none,0
PreQ1,Neg_lig_502,0.0,5.773953641791687,none,0
PreQ1,Neg_lig_540,0.0,4.171899813215001,none,0
PreQ1,Neg_lig_542,0.0,5.240826130544045,none,0
PreQ1,Neg_lig_577,0.0,6.581348273235825,none,0
PreQ1,Neg_lig_614,0.0,6.913718890798902,none,0
PreQ1,Neg_lig_616,0.0,4.550339536728567,none,0
PreQ1,Neg_lig_657,0.0,5.314119761725252,none,0
PreQ1,Neg_lig_659,0.0,6.6105230011203595,none,0
PreQ1,Neg_lig_661,0.0,6.974711672117687,none,0
PreQ1,Neg_lig_678,0.0,4.184691949734843,none,0
PreQ1,Neg_lig_698,0.0,7.809666837465416,none,0
PreQ1,Neg_lig_767,0.0,6.1964366883658135,none,0
PreQ1,Neg_lig_771,0.0,4.868235840483425,none,0
PreQ1,Neg_lig_776,0.0,4.80188553643131,none,0
PreQ1,Neg_lig_777,0.0,6.843400385677107,none,0
PreQ1,Neg_lig_787,0.0,8.693159673639341,none,0
PreQ1,Neg_lig_795,0.0,5.928932492711892,none,0
PreQ1,Neg_lig_802,0.0,6.137202521536528,none,0
PreQ1,Neg_lig_815,0.0,6.6385278771047656,none,0
PreQ1,Neg_lig_837,0.0,6.639980946167666,none,0
PreQ1,Neg_lig_849,0.0,6.946954596251063,none,0
PreQ1,Neg_lig_858,0.0,6.803152089499964,none,0
PreQ1,Neg_lig_924,0.0,4.132766421884149,none,0
PreQ1,Neg_lig_975,0.0,10.516142769301775,none,0
PreQ1,Neg_lig_1014,0.0,5.52025426349811,none,0
PreQ1,Neg_lig_1059,0.0,5.133825546661429,none,0
PreQ1,Neg_lig_1075,0.0,6.08416695942984,none,0
PreQ1,Neg_lig_1076,0.0,6.01326998497775,none,0
PreQ1,Neg_lig_1101,0.0,3.1509261206013135,none,0
PreQ1,Neg_lig_1184,0.0,6.14761421873862,none,0
PreQ1,Neg_lig_1213,0.0,3.396754311623804,none,0
PreQ1,Neg_lig_1218,0.0,5.460614747497021,none,0
PreQ1,Neg_lig_1226,0.0,3.2427821582380894,none,0
PreQ1,Neg_lig_1257,0.0,7.038666096931143,none,0
PreQ1,Neg_lig_1273,0.0,8.938508101986788,none,0
PreQ1,Neg_lig_1362,0.0,7.633268998484171,none,0
PreQ1,Neg_lig_1396,0.0,4.002715865498105,none,0
PreQ1,Neg_lig_1445,0.0,3.755672557215783,none,0
PreQ1,Neg_lig_1502,0.0,6.426241210234455,none,0
PreQ1,Neg_lig_1522,0.0,9.286231761565633,none,0
PreQ1,Neg_lig_1595,0.0,5.788941743052737,none,0
PreQ1,Neg_lig_1613,0.0,5.82963523263691,none,0
PreQ1,Neg_lig_1630,0.0,6.162191818288798,none,0
PreQ1,Neg_lig_1637,0.0,4.249838544638124,none,0
PreQ1,Neg_lig_1652,0.0,5.442021023917247,none,0
PreQ1,Neg_lig_1666,0.0,6.681727461190633,none,0
PreQ1,Neg_lig_1682,0.0,8.757563417732072,none,0
PreQ1,Neg_lig_1690,0.0,7.550860909570254,none,0
PreQ1,Neg_lig_1747,0.0,7.976188876421618,none,0
PreQ1,Neg_lig_1769,0.0,7.299670913951518,none,0
PreQ1,Neg_lig_1791,0.0,5.20484220618068,none,0
PreQ1,Neg_lig_1807,0.0,7.90239911251254,none,0
PreQ1,Neg_lig_1829,0.0,5.429950399234208,none,0
PreQ1,Neg_lig_1838,0.0,7.834555422689159,none,0
PreQ1,Neg_lig_1844,0.0,6.548485916766588,none,0
PreQ1,Neg_lig_1866,0.0,4.090225942724504,none,0
PreQ1,Neg_lig_1905,0.0,7.8910911090378555,none,0
PreQ1,Neg_lig_1923,0.0,5.458481505247642,none,0
PreQ1,Neg_lig_1927,0.0,6.4732614887366235,none,0
PreQ1,Neg_lig_1932,0.0,5.376153509609075,none,0
PreQ1,Neg_lig_1941,0.0,5.053504766281577,none,0
PreQ1,Neg_lig_1957,0.0,6.070783377197479,none,0
PreQ1,Neg_lig_121,0.0,5.961945165061861,none,0
PreQ1,Neg_lig_1977,0.0,5.322800731961868,none,0
PreQ1,Neg_lig_2002,0.0,6.206645887909609,none,0
PreQ1,Neg_lig_2009,0.0,6.0439114235067315,none,0
PreQ1,Neg_lig_2014,0.0,5.0941975052476165,none,0
PreQ1,Neg_lig_2028,0.0,5.905698274848648,none,0
PreQ1,Neg_lig_2036,0.0,6.0626552200511625,none,0
PreQ1,Neg_lig_2061,0.0,4.924769499970221,none,0
PreQ1,Neg_lig_2062,0.0,7.0172505736181865,none,0
PreQ1,Neg_lig_2068,0.0,6.073128521556198,none,0
PreQ1,Neg_lig_2119,0.0,6.120845689913257,none,0
PreQ1,Neg_lig_2140,0.0,4.523574961158717,none,0
PreQ1,Neg_lig_56,0.0,6.625692602396662,none,0
PreQ1,Neg_lig_2176,0.0,6.400583904882171,none,0
PreQ1,Neg_lig_2257,0.0,6.754943651179732,none,0
PreQ1,Neg_lig_2294,0.0,6.532481492840756,none,0
PreQ1,Neg_lig_2335,0.0,5.525145060814323,none,0
PreQ1,Neg_lig_463,0.0,6.120461453774512,none,0
PreQ1,Neg_lig_755,0.0,6.335201931029362,none,0
PreQ1,Neg_lig_2381,0.0,8.474452674033795,none,0
PreQ1,Neg_lig_2382,0.0,5.106382276843101,none,0
PreQ1,Neg_lig_2395,0.0,6.367515997026085,none,0
PreQ1,Neg_lig_1413,0.0,4.0111951252988405,none,0
PreQ1,Neg_lig_2407,0.0,8.764759512394543,none,0
PreQ1,Neg_lig_2437,0.0,5.893515501097666,none,0
PreQ1,Neg_lig_2453,0.0,4.620267056320591,none,0
PreQ1,Neg_lig_2471,0.0,6.384019112304703,none,0
PreQ1,Neg_lig_2499,0.0,5.4053351670569025,none,0
PreQ1,Neg_lig_2504,0.0,5.890982794185434,none,0
PreQ1,Neg_lig_2516,0.0,7.094310089076357,none,0
PreQ1,Neg_lig_2517,0.0,6.072213824588907,none,0
PreQ1,Neg_lig_2519,0.0,4.949350690043297,none,0
PreQ1,Neg_lig_2552,0.0,4.67993135272625,none,0
PreQ1,Neg_lig_2621,0.0,6.5643089972551,none,0
PreQ1,Neg_lig_2741,0.0,6.003389570085304,none,0
PreQ1,Neg_lig_2765,0.0,5.597053353968587,none,0
PreQ1,Neg_lig_2772,0.0,4.962382688436728,none,0
PreQ1,Neg_lig_2774,0.0,6.778683926332355,none,0
PreQ1,Neg_lig_2839,0.0,5.1817809658038785,none,0
PreQ1,Neg_lig_2859,0.0,7.740324766400641,none,0
PreQ1,Neg_lig_2937,0.0,8.573395522631163,none,0
PreQ1,Neg_lig_2949,0.0,6.199797576530532,none,0
PreQ1,Neg_lig_2965,0.0,7.436187793008006,none,0
PreQ1,Neg_lig_3071,0.0,2.171611348864718,none,0
PreQ1,Neg_lig_3092,0.0,8.077040789073374,none,0
PreQ1,Neg_lig_3161,0.0,6.6927302117608924,none,0
PreQ1,Neg_lig_1717,0.0,7.428691701996505,none,0
PreQ1,Neg_lig_3253,0.0,7.202913874749866,none,0
PreQ1,Neg_lig_847,0.0,6.773859008916936,none,0
PreQ1,Neg_lig_3280,0.0,12.603022486412232,none,0
PreQ1,Neg_lig_3298,0.0,10.273055445680143,none,0
PreQ1,Neg_lig_3316,0.0,9.749960216662014,none,0
PreQ1,Neg_lig_3318,0.0,5.243764547905876,none,0
PreQ1,Neg_lig_3346,0.0,5.578998269329635,none,0
PreQ1,Neg_lig_3372,0.0,3.3314900887288466,none,0
PreQ1,Neg_lig_2103,0.0,6.370526904380581,none,0
PreQ1,Neg_lig_3410,0.0,6.03114008350707,none,0
TPP,Neg_lig_175,0.0,0.5327677125442554,none,0
TPP,Neg_lig_422,0.0,0.31174603220079344,none,0
TPP,Neg_lig_196,0.0,0.46499411052797424,none,0
TPP,Neg_lig_899,0.0,0.3694286171710086,none,0
TPP,Neg_lig_2075,0.0,0.07928109029246233,none,0
TPP,Neg_lig_2351,0.0,1.7597464951723731,none,0
TPP,Neg_lig_2385,0.0,0.4460766439206667,none,0
TPP,Neg_lig_2831,0.0,1.4128214557025798,none,0
TPP,Neg_lig_2866,0.0,1.3639563926121,none,0
TPP,Neg_lig_3159,0.0,0.2547449820202763,none,0
TPP,Neg_lig_3259,0.0,0.5161625846249489,none,0
TPP,Neg_lig_440,0.0,2.2119522819829225,none,0
TPP,Neg_lig_3339,0.0,8.699289602893218,none,0
ZTP,Neg_lig_8,0.0,3.4337605057738747,none,0
ZTP,Neg_lig_9,0.0,5.502294369058134,none,0
ZTP,Neg_lig_48,0.0,5.740672910346765,none,0
ZTP,Neg_lig_54,0.0,4.859874889119258,none,0
ZTP,Neg_lig_62,0.0,5.367954190500845,none,0
ZTP,Neg_lig_85,0.0,4.199005457556531,none,0
ZTP,Neg_lig_99,0.0,4.275211556317241,none,0
ZTP,Neg_lig_116,0.0,3.5160625013801394,none,0
ZTP,Neg_lig_182,0.0,4.518465554760113,none,0
ZTP,Neg_lig_186,0.0,3.866788054912637,none,0
ZTP,Neg_lig_189,0.0,3.097907488732392,none,0
ZTP,Neg_lig_196,0.0,6.775497551132541,none,0
ZTP,Neg_lig_197,0.0,5.141837090985202,none,0
ZTP,Neg_lig_214,0.0,2.687928462045371,none,0
ZTP,Neg_lig_247,0.0,5.439051900682535,none,0
ZTP,Neg_lig_249,0.0,3.6304020768511576,none,0
ZTP,Neg_lig_289,0.0,5.691156060263439,none,0
ZTP,Neg_lig_296,0.0,5.04332439507248,none,0
ZTP,Neg_lig_347,0.0,6.014252150945653,none,0
ZTP,Neg_lig_363,0.0,4.201700021977723,none,0
ZTP,Neg_lig_374,0.0,0.6354518025123772,none,0
ZTP,Neg_lig_139,0.0,4.74970534224526,none,0
ZTP,Neg_lig_391,0.0,3.3300853248207165,none,0
ZTP,Neg_lig_417,0.0,0.5224830432378331,none,0
ZTP,Neg_lig_481,0.0,3.6612530989123133,none,0
ZTP,Neg_lig_524,0.0,4.264375428031541,none,0
ZTP,Neg_lig_528,0.0,4.220369952958548,none,0
ZTP,Neg_lig_208,0.0,5.354369936662594,none,0
ZTP,Neg_lig_545,0.0,3.7256425128831854,none,0
ZTP,Neg_lig_567,0.0,3.057569159455295,none,0
ZTP,Neg_lig_611,0.0,3.5849214843547346,none,0
ZTP,Neg_lig_620,0.0,2.6980623241208486,none,0
ZTP,Neg_lig_637,0.0,4.971287347676835,none,0
ZTP,Neg_lig_675,0.0,6.405611296537901,none,0
ZTP,Neg_lig_677,0.0,2.586537161076726,none,0
ZTP,Neg_lig_748,0.0,3.463977779424527,none,0
ZTP,Neg_lig_765,0.0,4.693487956016166,none,0
ZTP,Neg_lig_782,0.0,5.951672794766384,none,0
ZTP,Neg_lig_828,0.0,5.06752481190555,none,0
ZTP,Neg_lig_890,0.0,2.6051167375108184,none,0
ZTP,Neg_lig_926,0.0,3.0848776706039223,none,0
ZTP,Neg_lig_932,0.0,4.433528304520933,none,0
ZTP,Neg_lig_937,0.0,5.019750714442308,none,0
ZTP,Neg_lig_965,0.0,3.804154587215582,none,0
ZTP,Neg_lig_978,0.0,5.399276364315803,none,0
ZTP,Neg_lig_982,0.0,3.4760020416155855,none,0
ZTP,Neg_lig_627,0.0,7.740526392744728,none,0
ZTP,Neg_lig_1026,0.0,6.264413542085382,none,0
ZTP,Neg_lig_1082,0.0,4.339764181743007,none,0
ZTP,Neg_lig_1096,0.0,3.4113978756470074,none,0
ZTP,Neg_lig_1103,0.0,4.026125767175634,none,0
ZTP,Neg_lig_1114,0.0,3.8323849690503295,none,0
ZTP,Neg_lig_1121,0.0,5.747830003306189,none,0
ZTP,Neg_lig_1201,0.0,4.76488044251694,none,0
ZTP,Neg_lig_1246,0.0,5.628457294924412,none,0
