,rna,mol,label
878,9,77,0
879,9,78,0
880,9,79,0
881,9,80,0
882,9,81,0
883,9,82,0
884,9,83,0
885,9,84,1
886,9,85,0
887,9,86,0
888,9,87,0
889,9,88,0
890,10,0,0
891,10,1,0
892,10,2,0
893,10,3,0
894,10,4,0
895,10,5,0
896,10,6,0
897,10,7,0
898,10,8,0
899,10,9,0
900,10,10,0
901,10,11,0
902,10,12,0
903,10,13,0
904,10,14,0
905,10,15,0
906,10,16,0
907,10,17,0
908,10,18,0
909,10,19,0
910,10,20,0
911,10,21,0
912,10,22,0
913,10,23,0
914,10,24,0
915,10,25,0
916,10,26,0
917,10,27,0
918,10,28,0
919,10,29,0
920,10,30,0
921,10,31,0
922,10,32,0
923,10,33,0
924,10,34,0
925,10,35,0
926,10,36,0
927,10,37,0
928,10,38,0
929,10,39,0
930,10,40,0
931,10,41,0
932,10,42,0
933,10,43,0
934,10,44,0
935,10,45,0
936,10,46,0
937,10,47,0
938,10,48,0
939,10,49,0
940,10,50,0
941,10,51,0
942,10,52,0
943,10,53,0
944,10,54,0
945,10,55,0
946,10,56,0
947,10,57,0
948,10,58,0
949,10,59,0
950,10,60,0
951,10,61,0
952,10,62,0
953,10,63,0
954,10,64,0
955,10,65,0
956,10,66,0
957,10,67,0
958,10,68,1
959,10,69,0
960,10,70,0
961,10,71,0
962,10,72,0
963,10,73,0
964,10,74,0
965,10,75,0
966,10,76,0
967,10,77,0
968,10,78,0
969,10,79,0
970,10,80,0
971,10,81,0
972,10,82,0
973,10,83,0
974,10,84,1
975,10,85,0
976,10,86,0
977,10,87,0
978,10,88,0
979,11,0,0
980,11,1,0
981,11,2,0
982,11,3,0
983,11,4,0
984,11,5,0
985,11,6,1
986,11,7,0
987,11,8,0
988,11,9,0
989,11,10,0
990,11,11,0
991,11,12,0
992,11,13,0
993,11,14,0
994,11,15,0
995,11,16,0
996,11,17,0
997,11,18,0
998,11,19,0
999,11,20,0
1000,11,21,0
1001,11,22,0
1002,11,23,0
1003,11,24,0
1004,11,25,0
1005,11,26,0
1006,11,27,0
1007,11,28,1
1008,11,29,0
1009,11,30,0
1010,11,31,0
1011,11,32,1
1012,11,33,0
1013,11,34,0
1014,11,35,0
1015,11,36,0
1016,11,37,0
1017,11,38,0
1018,11,39,0
1019,11,40,0
1020,11,41,0
1021,11,42,0
1022,11,43,0
1023,11,44,0
1024,11,45,0
1025,11,46,0
1026,11,47,0
1027,11,48,0
1028,11,49,0
1029,11,50,0
1030,11,51,0
1031,11,52,0
1032,11,53,0
1033,11,54,0
1034,11,55,0
1035,11,56,1
1036,11,57,0
1037,11,58,0
1038,11,59,0
1039,11,60,0
1040,11,61,0
1041,11,62,0
1042,11,63,0
1043,11,64,0
1044,11,65,0
1045,11,66,1
1046,11,67,0
1047,11,68,1
1048,11,69,0
1049,11,70,0
1050,11,71,0
1051,11,72,0
1052,11,73,0
1053,11,74,0
1054,11,75,0
1055,11,76,0
1056,11,77,0
1057,11,78,0
1058,11,79,1
1059,11,80,0
1060,11,81,1
1061,11,82,0
1062,11,83,0
1063,11,84,1
1064,11,85,0
1065,11,86,0
1066,11,87,0
1067,11,88,0
1068,12,0,0
1069,12,1,0
1070,12,2,0
1071,12,3,0
1072,12,4,0
1073,12,5,0
1074,12,6,0
1075,12,7,0
1076,12,8,0
1077,12,9,0
1078,12,10,0
1079,12,11,0
1080,12,12,0
1081,12,13,0
1082,12,14,0
1083,12,15,0
1084,12,16,0
1085,12,17,0
1086,12,18,0
1087,12,19,0
1088,12,20,0
1089,12,21,0
1090,12,22,0
1091,12,23,0
1092,12,24,0
1093,12,25,0
1094,12,26,0
1095,12,27,0
1096,12,28,0
1097,12,29,0
1098,12,30,0
1099,12,31,0
1100,12,32,0
1101,12,33,0
1102,12,34,0
1103,12,35,0
1104,12,36,0
1105,12,37,0
1106,12,38,0
1107,12,39,0
1108,12,40,0
1109,12,41,0
1110,12,42,0
1111,12,43,0
1112,12,44,0
1113,12,45,0
1114,12,46,0
1115,12,47,0
1116,12,48,1
1117,12,49,0
1118,12,50,0
1119,12,51,0
1120,12,52,0
1121,12,53,0
1122,12,54,0
1123,12,55,0
1124,12,56,0
1125,12,57,0
1126,12,58,0
1127,12,59,0
1128,12,60,0
1129,12,61,0
1130,12,62,0
1131,12,63,0
1132,12,64,0
1133,12,65,0
1134,12,66,0
1135,12,67,0
1136,12,68,1
1137,12,69,0
1138,12,70,0
1139,12,71,0
1140,12,72,0
1141,12,73,0
1142,12,74,0
1143,12,75,0
1144,12,76,0
1145,12,77,0
1146,12,78,0
1147,12,79,0
1148,12,80,0
1149,12,81,0
1150,12,82,0
1151,12,83,0
1152,12,84,1
1153,12,85,0
1154,12,86,0
1155,12,87,0
1156,12,88,0
1157,13,0,0
1158,13,1,0
1159,13,2,0
1160,13,3,0
1161,13,4,0
1162,13,5,0
1163,13,6,1
1164,13,7,0
1165,13,8,0
1166,13,9,0
1167,13,10,0
1168,13,11,0
1169,13,12,0
1170,13,13,0
1171,13,14,0
1172,13,15,0
1173,13,16,0
1174,13,17,0
1175,13,18,0
1176,13,19,0
1177,13,20,0
1178,13,21,0
1179,13,22,0
1180,13,23,0
1181,13,24,0
1182,13,25,0
1183,13,26,0
1184,13,27,0
1185,13,28,1
1186,13,29,0
1187,13,30,0
1188,13,31,0
1189,13,32,1
1190,13,33,0
1191,13,34,0
1192,13,35,0
1193,13,36,0
1194,13,37,0
1195,13,38,0
1196,13,39,0
1197,13,40,0
1198,13,41,0
1199,13,42,0
1200,13,43,0
1201,13,44,0
1202,13,45,0
1203,13,46,0
1204,13,47,0
1205,13,48,0
1206,13,49,0
1207,13,50,0
1208,13,51,0
1209,13,52,0
1210,13,53,0
1211,13,54,0
1212,13,55,0
1213,13,56,1
1214,13,57,0
1215,13,58,0
1216,13,59,0
1217,13,60,0
1218,13,61,0
1219,13,62,0
1220,13,63,0
1221,13,64,0
1222,13,65,0
1223,13,66,1
1224,13,67,0
1225,13,68,1
1226,13,69,0
1227,13,70,0
1228,13,71,0
1229,13,72,0
1230,13,73,0
1231,13,74,0
1232,13,75,0
1233,13,76,0
1234,13,77,0
1235,13,78,0
1236,13,79,1
1237,13,80,0
1238,13,81,0
1239,13,82,0
1240,13,83,0
1241,13,84,1
1242,13,85,0
1243,13,86,0
1244,13,87,0
1245,13,88,0
1246,14,0,0
1247,14,1,0
1248,14,2,0
1249,14,3,0
1250,14,4,1
1251,14,5,0
1252,14,6,1
1253,14,7,0
1254,14,8,0
1255,14,9,0
1256,14,10,0
1257,14,11,0
1258,14,12,0
1259,14,13,1
1260,14,14,0
1261,14,15,0
1262,14,16,0
1263,14,17,0
1264,14,18,0
1265,14,19,0
1266,14,20,0
1267,14,21,0
1268,14,22,1
1269,14,23,0
1270,14,24,0
1271,14,25,0
1272,14,26,0
1273,14,27,0
1274,14,28,1
1275,14,29,0
1276,14,30,0
1277,14,31,0
1278,14,32,0
1279,14,33,0
1280,14,34,0
1281,14,35,0
1282,14,36,1
1283,14,37,0
1284,14,38,1
1285,14,39,0
1286,14,40,0
1287,14,41,0
1288,14,42,0
1289,14,43,0
1290,14,44,0
1291,14,45,0
1292,14,46,0
1293,14,47,0
1294,14,48,0
1295,14,49,0
1296,14,50,0
1297,14,51,0
1298,14,52,0
1299,14,53,0
1300,14,54,0
1301,14,55,0
1302,14,56,1
1303,14,57,0
1304,14,58,0
1305,14,59,0
1306,14,60,0
1307,14,61,0
1308,14,62,0
1309,14,63,0
1310,14,64,0
1311,14,65,0
1312,14,66,0
1313,14,67,0
1314,14,68,1
1315,14,69,0
1316,14,70,0
1317,14,71,1
1318,14,72,0
1319,14,73,0
1320,14,74,0
1321,14,75,0
1322,14,76,0
1323,14,77,0
1324,14,78,0
1325,14,79,0
1326,14,80,0
1327,14,81,1
1328,14,82,0
1329,14,83,1
1330,14,84,1
1331,14,85,0
1332,14,86,0
1333,14,87,0
1334,14,88,0
1335,15,0,0
1336,15,1,0
1337,15,2,0
1338,15,3,0
1339,15,4,0
1340,15,5,0
1341,15,6,0
1342,15,7,0
1343,15,8,0
1344,15,9,0
1345,15,10,0
1346,15,11,0
1347,15,12,0
1348,15,13,0
1349,15,14,0
1350,15,15,0
1351,15,16,0
1352,15,17,0
1353,15,18,0
1354,15,19,0
1355,15,20,0
1356,15,21,0
1357,15,22,0
1358,15,23,0
1359,15,24,0
1360,15,25,0
1361,15,26,0
1362,15,27,0
1363,15,28,0
1364,15,29,0
1365,15,30,0
1366,15,31,0
1367,15,32,0
1368,15,33,0
1369,15,34,0
1370,15,35,0
1371,15,36,0
1372,15,37,0
1373,15,38,0
1374,15,39,0
1375,15,40,0
1376,15,41,0
1377,15,42,0
1378,15,43,0
1379,15,44,0
1380,15,45,0
1381,15,46,0
1382,15,47,0
1383,15,48,0
1384,15,49,0
1385,15,50,0
1386,15,51,0
1387,15,52,0
1388,15,53,0
1389,15,54,0
1390,15,55,0
1391,15,56,0
1392,15,57,0
1393,15,58,0
1394,15,59,0
1395,15,60,0
1396,15,61,1
1397,15,62,0
1398,15,63,0
1399,15,64,0
1400,15,65,1
1401,15,66,0
1402,15,67,0
1403,15,68,0
1404,15,69,0
1405,15,70,0
1406,15,71,0
1407,15,72,0
1408,15,73,0
1409,15,74,0
1410,15,75,0
1411,15,76,0
1412,15,77,0
1413,15,78,0
1414,15,79,0
1415,15,80,0
1416,15,81,0
1417,15,82,0
1418,15,83,0
1419,15,84,0
1420,15,85,0
1421,15,86,0
1422,15,87,0
1423,15,88,0
1424,16,0,0
1425,16,1,0
1426,16,2,0
1427,16,3,0
1428,16,4,0
1429,16,5,0
1430,16,6,1
1431,16,7,0
1432,16,8,0
1433,16,9,0
1434,16,10,0
1435,16,11,0
1436,16,12,0
1437,16,13,0
1438,16,14,0
1439,16,15,0
1440,16,16,1
1441,16,17,0
1442,16,18,1
1443,16,19,0
1444,16,20,0
1445,16,21,0
1446,16,22,0
1447,16,23,0
1448,16,24,0
1449,16,25,0
1450,16,26,0
1451,16,27,0
1452,16,28,1
1453,16,29,0
1454,16,30,0
1455,16,31,1
1456,16,32,0
1457,16,33,0
1458,16,34,0
1459,16,35,1
1460,16,36,1
1461,16,37,0
1462,16,38,0
1463,16,39,0
1464,16,40,0
1465,16,41,0
1466,16,42,0
1467,16,43,0
1468,16,44,0
1469,16,45,0
1470,16,46,0
1471,16,47,0
1472,16,48,1
1473,16,49,1
1474,16,50,0
1475,16,51,0
1476,16,52,0
1477,16,53,0
1478,16,54,0
1479,16,55,0
1480,16,56,0
1481,16,57,0
1482,16,58,0
1483,16,59,0
1484,16,60,0
1485,16,61,0
1486,16,62,0
1487,16,63,0
1488,16,64,1
1489,16,65,0
1490,16,66,0
1491,16,67,0
1492,16,68,1
1493,16,69,0
1494,16,70,0
1495,16,71,1
1496,16,72,0
1497,16,73,0
1498,16,74,0
1499,16,75,1
1500,16,76,0
1501,16,77,0
1502,16,78,0
1503,16,79,0
1504,16,80,0
1505,16,81,1
1506,16,82,0
1507,16,83,0
1508,16,84,1
1509,16,85,0
1510,16,86,0
1511,16,87,0
1512,16,88,0
1513,17,0,0
1514,17,1,0
1515,17,2,0
1516,17,3,0
1517,17,4,0
1518,17,5,0
1519,17,6,0
1520,17,7,0
1521,17,8,0
1522,17,9,0
1523,17,10,0
1524,17,11,0
1525,17,12,0
1526,17,13,0
1527,17,14,0
1528,17,15,0
1529,17,16,0
1530,17,17,0
1531,17,18,0
1532,17,19,0
1533,17,20,0
1534,17,21,0
1535,17,22,0
1536,17,23,0
1537,17,24,0
1538,17,25,0
1539,17,26,0
1540,17,27,0
1541,17,28,0
1542,17,29,0
1543,17,30,0
1544,17,31,0
1545,17,32,0
1546,17,33,0
1547,17,34,0
1548,17,35,0
1549,17,36,0
1550,17,37,0
1551,17,38,0
1552,17,39,0
1553,17,40,0
1554,17,41,0
1555,17,42,0
1556,17,43,0
1557,17,44,0
1558,17,45,0
1559,17,46,0
1560,17,47,0
1561,17,48,0
1562,17,49,0
1563,17,50,0
1564,17,51,0
1565,17,52,0
1566,17,53,0
1567,17,54,0
1568,17,55,0
1569,17,56,0
1570,17,57,0
1571,17,58,0
1572,17,59,0
1573,17,60,0
1574,17,61,0
1575,17,62,0
1576,17,63,0
1577,17,64,0
1578,17,65,0
1579,17,66,0
1580,17,67,0
1581,17,68,1
1582,17,69,0
1583,17,70,0
1584,17,71,0
1585,17,72,0
1586,17,73,0
1587,17,74,0
1588,17,75,0
1589,17,76,0
1590,17,77,0
1591,17,78,0
1592,17,79,0
1593,17,80,0
1594,17,81,0
1595,17,82,0
1596,17,83,0
1597,17,84,0
1598,17,85,0
1599,17,86,0
1600,17,87,0
1601,17,88,0
1602,18,0,0
1603,18,1,0
1604,18,2,0
1605,18,3,0
1606,18,4,0
1607,18,5,0
1608,18,6,1
1609,18,7,0
1610,18,8,0
1611,18,9,0
1612,18,10,0
1613,18,11,0
1614,18,12,0
1615,18,13,1
1616,18,14,0
1617,18,15,0
1618,18,16,0
1619,18,17,0
1620,18,18,0
1621,18,19,0
1622,18,20,0
1623,18,21,0
1624,18,22,1
1625,18,23,0
1626,18,24,0
1627,18,25,0
1628,18,26,0
1629,18,27,0
1630,18,28,0
1631,18,29,0
1632,18,30,0
1633,18,31,0
1634,18,32,0
1635,18,33,0
1636,18,34,0
1637,18,35,0
1638,18,36,1
1639,18,37,0
1640,18,38,0
1641,18,39,0
1642,18,40,0
1643,18,41,0
1644,18,42,0
1645,18,43,0
1646,18,44,0
1647,18,45,0
1648,18,46,0
1649,18,47,0
1650,18,48,0
1651,18,49,0
1652,18,50,0
1653,18,51,0
1654,18,52,0
1655,18,53,0
1656,18,54,0
1657,18,55,0
1658,18,56,0
1659,18,57,0
1660,18,58,0
1661,18,59,0
1662,18,60,0
1663,18,61,1
