score,metric,decoys,pocket_id
0.8950102799304127,AuROC,pdb_chembl,2HOJ_A_TPP_114
0.998973468098547,AuROC,pdb_chembl,5NDV_1_PAR_3405
0.970625394819962,AuROC,pdb_chembl,2QWY_C_SAM_500
0.9983417561591914,AuROC,pdb_chembl,5NDV_1_PAR_3404
0.4012950094756791,AuROC,pdb_chembl,6QIS_H_J48_101
0.5151610865445357,AuROC,pdb_chembl,1I97_A_TAC_2005
0.7250473783954516,AuROC,pdb_chembl,6OM6_1_KKL_3301
0.9891029690461149,AuROC,pdb_chembl,4K31_C_AM2_102
0.9734680985470625,AuROC,pdb_chembl,4V53_AA_LLL_2062
0.580069488313329,AuROC,pdb_chembl,4V76_BA_FME_3001
0.8771320277953254,AuROC,pdb_chembl,6QIT_D_J48_101
0.5082122552116235,AuROC,pdb_chembl,4V70_BA_FME_3001
0.8351231838281743,AuROC,pdb_chembl,6QIS_B_J48_101
0.44377763739734677,AuROC,pdb_chembl,4V6Y_BA_FME_3001
