RNA_id,mol_id,true_affinity,predicted_affinity,ablation,fold,seed
Target_87,855,5.193819999694824,5.795586109161377,target-swap,1,0
Target_3,2187,5.537601947784424,5.885125160217285,target-swap,1,0
Target_121,1013,5.07572078704834,5.373065948486328,target-swap,1,0
Target_186,150,4.275723934173584,4.828892707824707,target-swap,1,0
Target_395,2225,5.397940158843994,6.023097038269043,target-swap,1,0
Target_83,417,9.09691047668457,5.047048091888428,target-swap,1,0
Target_195,1878,5.886056423187256,7.353549957275391,target-swap,1,0
Target_440,2085,5.692503929138184,5.200708866119385,target-swap,1,0
Target_186,343,5.301030158996582,6.214341640472412,target-swap,1,0
Target_110,1041,5.721246242523193,5.6366987228393555,target-swap,1,0
Target_162,953,5.847711563110352,4.798957824707031,target-swap,1,0
Target_97,2414,6.698969841003418,5.729799747467041,target-swap,1,0
Target_89,2436,6.522878646850586,4.848001480102539,target-swap,1,0
Target_39,1948,6.180456161499023,7.190435886383057,target-swap,1,0
Target_225,1921,4.55439567565918,3.90614652633667,target-swap,1,0
Target_413,2057,5.517126560211182,5.679437637329102,target-swap,1,0
Target_62,2114,6.434152126312256,3.7170372009277344,target-swap,1,0
Target_432,2449,7.301030158996582,6.680461406707764,target-swap,1,0
Target_186,694,3.555955171585083,3.307464599609375,target-swap,1,0
Target_186,344,5.602059841156006,5.658690452575684,target-swap,1,0
Target_160,1811,6.166215419769287,6.036230087280273,target-swap,1,0
Target_61,1197,7.1191864013671875,4.347777366638184,target-swap,1,0
Target_230,928,3.602060079574585,3.647881507873535,target-swap,1,0
Target_99,1399,4.471083164215088,6.563174724578857,target-swap,1,0
Target_361,741,5.221848964691162,5.182952880859375,target-swap,1,0
Target_395,817,4.698969841003418,5.035863876342773,target-swap,1,0
Target_413,2061,5.946921348571777,6.031752586364746,target-swap,1,0
Target_186,146,3.548213481903076,5.595203399658203,target-swap,1,0
Target_6,2277,5.578395843505859,7.557052135467529,target-swap,1,0
Target_413,1787,4.508638381958008,6.224725246429443,target-swap,1,0
Target_204,1001,4.879426002502441,7.146568775177002,target-swap,1,0
Target_192,781,5.886056423187256,6.515228271484375,target-swap,1,0
Target_183,1234,3.443697452545166,4.777557373046875,target-swap,1,0
Target_155,1520,4.8181562423706055,5.172762870788574,target-swap,1,0
Target_186,345,6.0,6.0622124671936035,target-swap,1,0
Target_81,1735,6.638272285461426,6.803712368011475,target-swap,1,0
Target_451,2136,6.0,6.380223274230957,target-swap,1,0
Target_262,217,6.031517028808594,5.888962268829346,target-swap,1,0
Target_413,245,6.903090000152588,6.286492347717285,target-swap,1,0
Target_186,683,3.798602819442749,4.765218734741211,target-swap,1,0
Target_97,2422,7.397940158843994,5.703298568725586,target-swap,1,0
Target_413,280,5.3205718994140625,6.469170093536377,target-swap,1,0
Target_204,2392,5.823908805847168,6.9057297706604,target-swap,1,0
Target_450,208,5.096909999847412,5.617938041687012,target-swap,1,0
Target_376,856,6.318758964538574,6.034432888031006,target-swap,1,0
Target_395,2226,4.853871822357178,6.023097038269043,target-swap,1,0
Target_258,2402,3.4621808528900146,3.9079432487487793,target-swap,1,0
Target_186,117,5.045757293701172,5.861830711364746,target-swap,1,0
Target_401,2286,7.120273590087891,5.495491027832031,target-swap,1,0
Target_56,1608,4.5100417137146,4.214860916137695,target-swap,1,0
Target_66,2093,5.692503929138184,5.655753135681152,target-swap,1,0
Target_153,400,8.560667037963867,6.141457557678223,target-swap,1,0
Target_126,2254,5.017728805541992,5.834317207336426,target-swap,1,0
Target_208,839,4.522878646850586,6.392099380493164,target-swap,1,0
Target_211,286,6.142667293548584,5.624489784240723,target-swap,1,0
Target_218,1583,4.3565473556518555,6.87060546875,target-swap,1,0
Target_413,1245,7.721246242523193,5.857694149017334,target-swap,1,0
Target_411,783,4.1674909591674805,6.006617069244385,target-swap,1,0
Target_162,950,6.455932140350342,4.78749942779541,target-swap,1,0
Target_211,393,6.585026741027832,6.0335540771484375,target-swap,1,0
Target_126,2246,4.187086582183838,5.870193004608154,target-swap,1,0
Target_395,2218,4.721246242523193,5.573663711547852,target-swap,1,0
Target_224,1052,4.709965229034424,4.247015953063965,target-swap,1,0
Target_193,1031,5.173925399780273,7.383717060089111,target-swap,1,0
Target_250,872,6.838632106781006,4.39011287689209,target-swap,1,0
Target_389,1045,5.327902317047119,5.468253135681152,target-swap,1,0
Target_413,2052,6.229147911071777,5.926298141479492,target-swap,1,0
Target_56,1602,4.732828140258789,6.1732940673828125,target-swap,1,0
Target_379,857,5.9281182289123535,5.7804765701293945,target-swap,1,0
Target_242,2045,3.0,4.977969169616699,target-swap,1,0
Target_99,1390,4.336298942565918,6.945572853088379,target-swap,1,0
Target_413,1143,6.619788646697998,5.567172527313232,target-swap,1,0
Target_186,614,2.92081880569458,5.6996355056762695,target-swap,1,0
Target_413,1785,4.853871822357178,4.806936264038086,target-swap,1,0
Target_413,714,3.798602819442749,3.9820282459259033,target-swap,1,0
Target_230,926,5.096909999847412,4.772581100463867,target-swap,1,0
Target_186,360,5.318758964538574,5.7917938232421875,target-swap,1,0
Target_413,2059,5.924453258514404,5.544900894165039,target-swap,1,0
Target_321,1433,4.744727611541748,4.772068977355957,target-swap,1,0
Target_146,1220,4.522878646850586,5.606081008911133,target-swap,1,0
Target_167,1162,7.481485843658447,6.795995235443115,target-swap,1,0
Target_186,331,5.036211967468262,6.148044586181641,target-swap,1,0
Target_356,1824,6.721246242523193,7.008093357086182,target-swap,1,0
Target_186,2352,3.311580181121826,3.0815558433532715,target-swap,1,0
Target_99,1396,4.568636417388916,6.621491432189941,target-swap,1,0
Target_186,649,4.958607196807861,4.964113235473633,target-swap,1,0
Target_56,1604,4.0,6.233161449432373,target-swap,1,0
Target_99,1402,4.630784034729004,6.529735565185547,target-swap,1,0
Target_193,1034,4.853871822357178,6.206576347351074,target-swap,1,0
Target_99,1385,3.838632106781006,6.992022514343262,target-swap,1,0
Target_82,907,5.229147911071777,5.110090255737305,target-swap,1,0
Target_394,871,7.677780628204346,5.366682052612305,target-swap,1,0
Target_269,900,2.744727611541748,4.582423686981201,target-swap,1,0
Target_90,1812,6.86966609954834,6.599429130554199,target-swap,1,0
Target_393,1170,7.0,5.178639888763428,target-swap,1,0
Target_186,610,4.677780628204346,6.015813827514648,target-swap,1,0
Target_126,2247,6.522878646850586,5.832594871520996,target-swap,1,0
Target_186,120,3.0043647289276123,4.504974842071533,target-swap,1,0
Target_356,1820,6.79587984085083,6.8611249923706055,target-swap,1,0
Target_444,1338,5.537601947784424,6.703015327453613,target-swap,1,0
Target_444,1335,5.6575775146484375,7.184554576873779,target-swap,1,0
Target_173,2453,6.023650169372559,6.003299713134766,target-swap,1,0
Target_208,836,5.744727611541748,6.511768817901611,target-swap,1,0
Target_96,1815,8.593460083007812,8.230684280395508,target-swap,1,0
Target_193,1036,5.0,7.221677780151367,target-swap,1,0
Target_389,1044,5.193819999694824,5.497015476226807,target-swap,1,0
Target_141,1069,5.397940158843994,4.765430927276611,target-swap,1,0
Target_78,1061,5.92081880569458,6.372437477111816,target-swap,1,0
Target_282,415,5.86966609954834,6.662743091583252,target-swap,1,0
Target_305,1839,5.958607196807861,5.926629066467285,target-swap,1,0
Target_186,226,7.221848964691162,6.072368621826172,target-swap,1,0
Target_354,1159,8.180456161499023,7.035021781921387,target-swap,1,0
Target_141,1561,5.397940158843994,4.691128253936768,target-swap,1,0
Target_84,1058,5.602059841156006,5.143115043640137,target-swap,1,0
Target_413,274,2.301029920578003,2.590243339538574,target-swap,1,0
Target_40,943,5.677780628204346,6.070168495178223,target-swap,1,0
Target_225,1913,6.251811981201172,4.643051624298096,target-swap,1,0
Target_153,403,5.096909999847412,6.004373550415039,target-swap,1,0
Target_248,319,7.698969841003418,5.208727836608887,target-swap,1,0
Target_372,2126,6.471083164215088,5.497964382171631,target-swap,1,0
Target_329,743,8.301030158996582,6.097455978393555,target-swap,1,0
Target_3,2196,5.4202165603637695,5.891266822814941,target-swap,1,0
Target_413,2050,6.721246242523193,5.898741722106934,target-swap,1,0
Target_186,673,3.2941362857818604,4.108859062194824,target-swap,1,0
Target_400,1598,3.9393022060394287,5.950273513793945,target-swap,1,0
Target_413,713,4.593459606170654,6.314216613769531,target-swap,1,0
Target_327,1260,3.6777806282043457,6.987532615661621,target-swap,1,0
Target_405,1185,5.142667293548584,3.2520337104797363,target-swap,1,0
Target_351,939,2.207608222961426,4.779614448547363,target-swap,1,0
Target_186,681,3.0,4.219099998474121,target-swap,1,0
Target_412,1842,5.79587984085083,7.0046586990356445,target-swap,1,0
Target_33,1885,6.721246242523193,4.353433132171631,target-swap,1,0
Target_75,1769,7.744727611541748,7.101068019866943,target-swap,1,0
Target_173,813,5.63432502746582,6.4283952713012695,target-swap,1,0
Target_262,211,2.4559319019317627,5.9852190017700195,target-swap,1,0
Target_186,340,6.221848964691162,5.794429302215576,target-swap,1,0
Target_185,805,7.397940158843994,5.315794467926025,target-swap,1,0
Target_186,675,3.4202163219451904,4.250205039978027,target-swap,1,0
Target_5,2173,4.958607196807861,3.3748202323913574,target-swap,1,0
Target_258,2404,5.638272285461426,5.699189186096191,target-swap,1,0
Target_339,1960,7.537601947784424,6.396170616149902,target-swap,1,0
Target_413,710,5.844664096832275,5.8541693687438965,target-swap,1,0
Target_444,1371,5.494850158691406,6.848102569580078,target-swap,1,0
Target_182,2073,5.684029579162598,5.337456703186035,target-swap,1,0
Target_124,2322,8.180456161499023,5.443902969360352,target-swap,1,0
Target_186,372,5.443697452545166,6.00539493560791,target-swap,1,0
Target_150,751,6.013228416442871,4.59082555770874,target-swap,1,0
Target_438,2460,6.036684513092041,5.218024253845215,target-swap,1,0
Target_225,1909,6.318758964538574,4.721939563751221,target-swap,1,0
Target_267,1298,3.6946487426757812,5.758873462677002,target-swap,1,0
Target_186,687,3.649751901626587,3.3618857860565186,target-swap,1,0
Target_186,667,3.6556077003479004,4.151505470275879,target-swap,1,0
Target_185,806,6.7695512771606445,4.4595136642456055,target-swap,1,0
Target_182,916,4.958607196807861,5.288629531860352,target-swap,1,0
Target_444,1374,5.568636417388916,6.910593509674072,target-swap,1,0
Target_58,1319,0.46724560856819153,6.075697422027588,target-swap,1,0
Target_395,2229,5.221848964691162,6.0893096923828125,target-swap,1,0
Target_232,2083,6.3565473556518555,6.444807529449463,target-swap,1,0
Target_433,863,6.267606258392334,6.308474540710449,target-swap,1,0
Target_387,1128,7.133121967315674,6.876053333282471,target-swap,1,0
Target_447,1190,5.886056423187256,5.578762054443359,target-swap,1,0
Target_225,1922,4.408935546875,4.462769031524658,target-swap,1,0
Target_413,712,4.924453258514404,4.830145835876465,target-swap,1,0
Target_413,279,2.301029920578003,3.170361042022705,target-swap,1,0
Target_413,273,3.2596373558044434,3.0946340560913086,target-swap,1,0
Target_349,1855,5.275723934173584,6.661831855773926,target-swap,1,0
Target_186,626,4.408935546875,4.827206611633301,target-swap,1,0
Target_89,2434,7.301030158996582,5.905135154724121,target-swap,1,0
Target_156,789,5.552842140197754,5.004179954528809,target-swap,1,0
Target_186,637,4.1674909591674805,3.05078125,target-swap,1,0
Target_204,958,6.537601947784424,6.833648204803467,target-swap,1,0
Target_444,1365,5.92081880569458,6.583236217498779,target-swap,1,0
Target_413,1713,3.4788618087768555,5.087937831878662,target-swap,1,0
Target_186,617,5.79587984085083,5.601325988769531,target-swap,1,0
Target_218,1577,5.397940158843994,7.6265387535095215,target-swap,1,0
Target_186,358,5.6575775146484375,5.933154582977295,target-swap,1,0
Target_87,2481,4.602059841156006,5.440773963928223,target-swap,1,0
Target_400,1595,4.346787452697754,5.72678279876709,target-swap,1,0
Target_351,937,2.6382720470428467,5.237921237945557,target-swap,1,0
Target_413,1251,5.12493896484375,4.760825157165527,target-swap,1,0
Target_166,1823,6.92081880569458,6.785221576690674,target-swap,1,0
Target_186,137,3.6003262996673584,5.860494613647461,target-swap,1,0
Target_61,1195,6.096909999847412,4.347777366638184,target-swap,1,0
Target_204,967,3.7878124713897705,6.917060375213623,target-swap,1,0
Target_60,2500,5.79587984085083,5.872830867767334,target-swap,1,0
Target_75,1770,6.370794296264648,6.7586894035339355,target-swap,1,0
Target_153,2106,7.713318824768066,6.083610534667969,target-swap,1,0
Target_5,2175,6.207608222961426,3.8017055988311768,target-swap,1,0
Target_68,1307,6.316953182220459,5.97513484954834,target-swap,1,0
Target_186,608,7.397940158843994,5.882859230041504,target-swap,1,0
Target_173,2452,6.088842391967773,6.006891250610352,target-swap,1,0
Target_91,1311,4.337242126464844,4.765378952026367,target-swap,1,0
Target_352,1047,5.070580959320068,5.286895751953125,target-swap,1,0
Target_86,288,5.243896484375,4.173698425292969,target-swap,1,0
Target_186,368,1.6946486234664917,2.7211039066314697,target-swap,1,0
Target_243,1946,6.107905387878418,6.42288875579834,target-swap,1,0
Target_356,1731,6.892789840698242,6.9843549728393555,target-swap,1,0
Target_407,920,3.0,3.031189203262329,target-swap,1,0
Target_352,1046,5.12493896484375,5.28654670715332,target-swap,1,0
Target_413,718,2.0092172622680664,3.187931537628174,target-swap,1,0
Target_186,625,4.958607196807861,5.782142639160156,target-swap,1,0
Target_308,1293,7.386157989501953,7.122226238250732,target-swap,1,0
Target_190,1161,7.236571788787842,8.750215530395508,target-swap,1,0
Target_432,2445,6.619788646697998,5.968459129333496,target-swap,1,0
Target_130,784,4.698969841003418,5.66912317276001,target-swap,1,0
Target_262,214,3.301029920578003,5.7195258140563965,target-swap,1,0
Target_186,133,3.665546178817749,4.465869426727295,target-swap,1,0
Target_56,1607,4.484126091003418,4.194902420043945,target-swap,1,0
Target_444,1352,5.638272285461426,7.05935525894165,target-swap,1,0
Target_126,2257,5.408935546875,5.986027240753174,target-swap,1,0
Target_150,746,5.15490198135376,5.446485996246338,target-swap,1,0
Target_445,942,6.823908805847168,6.233490943908691,target-swap,1,0
Target_153,401,5.096909999847412,5.694244861602783,target-swap,1,0
Target_186,684,3.6252517700195312,3.5110297203063965,target-swap,1,0
Target_99,1401,4.490797519683838,6.492731094360352,target-swap,1,0
Target_407,2078,5.005682945251465,4.853038311004639,target-swap,1,0
Target_374,1566,5.301030158996582,4.6811981201171875,target-swap,1,0
Target_185,802,5.397940158843994,4.021219730377197,target-swap,1,0
Target_211,2145,6.15490198135376,6.20821475982666,target-swap,1,0
Target_351,936,2.853872060775757,6.538796424865723,target-swap,1,0
Target_347,97,5.602059841156006,6.516857624053955,target-swap,1,0
Target_401,297,6.494850158691406,5.850379467010498,target-swap,1,0
Target_413,2053,6.32239294052124,6.099030017852783,target-swap,1,0
Target_452,1558,6.732828140258789,6.150069236755371,target-swap,1,0
Target_162,949,6.455932140350342,4.8017354011535645,target-swap,1,0
Target_349,1852,6.568636417388916,6.272344589233398,target-swap,1,0
Target_177,2113,6.647817611694336,6.522854328155518,target-swap,1,0
Target_186,157,3.863279342651367,5.377144813537598,target-swap,1,0
Target_375,39,4.0,4.464248180389404,target-swap,1,0
Target_208,846,4.602059841156006,6.421792507171631,target-swap,1,0
Target_211,2099,5.7695512771606445,5.125000953674316,target-swap,1,0
Target_407,921,4.958607196807861,4.803305625915527,target-swap,1,0
Target_438,2461,6.057000637054443,5.105315208435059,target-swap,1,0
Target_336,2064,5.295849323272705,5.450638294219971,target-swap,1,0
Target_415,1961,7.886056423187256,6.368326187133789,target-swap,1,0
Target_186,147,3.609064817428589,6.036433696746826,target-swap,1,0
Target_243,1838,5.337242126464844,6.044643402099609,target-swap,1,0
Target_204,960,4.494850158691406,5.199301719665527,target-swap,1,0
Target_413,257,2.522878646850586,3.4159154891967773,target-swap,1,0
Target_416,1896,6.221848964691162,6.549245357513428,target-swap,1,0
Target_186,2350,3.3575353622436523,3.184023857116699,target-swap,1,0
Target_211,2154,6.0,6.217540740966797,target-swap,1,0
Target_401,296,6.853871822357178,5.195039749145508,target-swap,1,0
Target_342,1412,4.374687671661377,5.494840145111084,target-swap,1,0
Target_397,1810,5.882728576660156,5.5603742599487305,target-swap,1,0
Target_183,1150,7.494850158691406,4.495987892150879,target-swap,2,0
Target_155,1181,4.853871822357178,5.437352180480957,target-swap,2,0
Target_177,385,7.301030158996582,5.525140762329102,target-swap,2,0
Target_413,249,6.0,6.625152587890625,target-swap,2,0
Target_396,1574,5.096909999847412,5.8381853103637695,target-swap,2,0
Target_416,1889,6.494850158691406,9.090941429138184,target-swap,2,0
Target_349,1846,6.619788646697998,7.0630083084106445,target-swap,2,0
Target_384,457,5.337242126464844,4.894650459289551,target-swap,2,0
Target_68,1302,6.289036750793457,6.008678436279297,target-swap,2,0
Target_114,2467,5.456925868988037,5.2456278800964355,target-swap,2,0
Target_186,338,7.0,6.650856971740723,target-swap,2,0
Target_310,1268,4.0,7.034998893737793,target-swap,2,0
Target_99,1397,4.560667514801025,5.2309980392456055,target-swap,2,0
Target_216,2275,8.455931663513184,4.341047286987305,target-swap,2,0
Target_186,144,3.616184711456299,5.807524681091309,target-swap,2,0
Target_413,799,6.15490198135376,6.148305892944336,target-swap,2,0
Target_438,2457,5.639785289764404,5.000515937805176,target-swap,2,0
Target_186,639,5.823908805847168,6.040142059326172,target-swap,2,0
Target_186,139,3.396855592727661,5.4589409828186035,target-swap,2,0
Target_359,1613,4.0,5.035628795623779,target-swap,2,0
Target_325,1766,6.715343952178955,7.2889723777771,target-swap,2,0
Target_173,814,5.69293212890625,5.358999252319336,target-swap,2,0
Target_60,790,3.102372884750366,6.694880485534668,target-swap,2,0
Target_413,269,2.522878646850586,3.3406403064727783,target-swap,2,0
Target_186,100,5.455932140350342,7.143671035766602,target-swap,2,0
Target_186,351,5.443697452545166,6.639675140380859,target-swap,2,0
Target_362,2121,6.301030158996582,5.289630889892578,target-swap,2,0
Target_413,1253,5.619788646697998,3.4594993591308594,target-swap,2,0
Target_186,143,3.8446638584136963,5.518234729766846,target-swap,2,0
Target_162,1130,7.4685211181640625,6.254274368286133,target-swap,2,0
Target_153,396,8.886056900024414,7.93571662902832,target-swap,2,0
Target_186,666,3.9788107872009277,3.9800522327423096,target-swap,2,0
Target_452,1557,6.425968647003174,5.121430397033691,target-swap,2,0
Target_40,944,4.853871822357178,3.423041343688965,target-swap,2,0
Target_204,997,5.7695512771606445,5.919131278991699,target-swap,2,0
Target_313,859,5.756961822509766,6.64628267288208,target-swap,2,0
Target_99,1420,6.823908805847168,4.429223537445068,target-swap,2,0
Target_443,40,3.221848726272583,5.420963287353516,target-swap,2,0
Target_211,2150,5.397940158843994,5.120578765869141,target-swap,2,0
Target_151,2379,6.481485843658447,5.5525712966918945,target-swap,2,0
Target_444,1334,5.318758964538574,5.872140884399414,target-swap,2,0
Target_356,1729,4.744727611541748,4.833848476409912,target-swap,2,0
Target_236,307,5.79587984085083,7.547493934631348,target-swap,2,0
Target_186,612,4.408935546875,4.767378330230713,target-swap,2,0
Target_400,1590,5.096909999847412,6.038362979888916,target-swap,2,0
Target_103,1866,5.318758964538574,4.027607440948486,target-swap,2,0
Target_230,2092,5.522878646850586,5.936932563781738,target-swap,2,0
Target_438,2456,5.594482898712158,5.200754642486572,target-swap,2,0
Target_153,2288,5.301030158996582,5.2754902839660645,target-swap,2,0
Target_186,674,3.5512936115264893,5.2983856201171875,target-swap,2,0
Target_186,663,3.0,3.4028067588806152,target-swap,2,0
Target_252,1110,7.602059841156006,6.510083198547363,target-swap,2,0
Target_390,1164,7.602059841156006,5.058722019195557,target-swap,2,0
Target_3,2194,4.92081880569458,5.720965385437012,target-swap,2,0
Target_149,2261,6.653646945953369,5.736773490905762,target-swap,2,0
Target_103,1860,5.853871822357178,4.187406063079834,target-swap,2,0
Target_172,1616,5.251811981201172,5.004950523376465,target-swap,2,0
Target_130,786,5.3098039627075195,5.642599105834961,target-swap,2,0
Target_186,362,2.853872060775757,1.849115252494812,target-swap,2,0
Target_452,1556,6.522878646850586,5.246249198913574,target-swap,2,0
Target_338,2070,5.812479496002197,6.679206848144531,target-swap,2,0
Target_155,1521,4.77211332321167,5.172659873962402,target-swap,2,0
Target_110,1040,5.677780628204346,5.415307998657227,target-swap,2,0
Target_186,103,5.7695512771606445,6.439657211303711,target-swap,2,0
Target_182,917,5.221848964691162,5.084630966186523,target-swap,2,0
Target_186,621,4.3098039627075195,4.773177146911621,target-swap,2,0
Target_100,2263,8.533132553100586,8.350845336914062,target-swap,2,0
Target_186,678,3.9586071968078613,4.195611000061035,target-swap,2,0
Target_324,867,6.28399658203125,6.727358341217041,target-swap,2,0
Target_283,1300,6.600326061248779,5.468901634216309,target-swap,2,0
Target_186,335,7.0,6.453299522399902,target-swap,2,0
Target_395,2223,5.522878646850586,6.59458065032959,target-swap,2,0
Target_225,1903,5.92081880569458,4.844455242156982,target-swap,2,0
Target_3,2197,5.455932140350342,6.061985969543457,target-swap,2,0
Target_124,95,2.397939920425415,3.9056789875030518,target-swap,2,0
Target_186,2348,4.161150932312012,4.773177146911621,target-swap,2,0
Target_391,1318,4.7798919677734375,5.573501110076904,target-swap,2,0
Target_109,1113,7.494850158691406,7.115377902984619,target-swap,2,0
Target_186,688,3.7033348083496094,4.782010078430176,target-swap,2,0
Target_248,318,7.7695512771606445,6.278029918670654,target-swap,2,0
Target_103,1862,5.823908805847168,4.025477886199951,target-swap,2,0
Target_186,618,4.958607196807861,5.707769393920898,target-swap,2,0
Target_99,1393,4.279840469360352,5.26472282409668,target-swap,2,0
Target_103,1864,5.721246242523193,4.046622276306152,target-swap,2,0
Target_186,380,5.958607196807861,6.50288200378418,target-swap,2,0
Target_145,1217,6.275723934173584,3.73260235786438,target-swap,2,0
Target_136,2043,5.055517196655273,4.664949893951416,target-swap,2,0
Target_5,2181,5.096909999847412,6.356105804443359,target-swap,2,0
Target_416,1892,5.853871822357178,7.35371208190918,target-swap,2,0
Target_395,2221,5.1674909591674805,5.873355388641357,target-swap,2,0
Target_186,2353,2.9669785499572754,3.361257553100586,target-swap,2,0
Target_193,1037,5.017728805541992,6.298544883728027,target-swap,2,0
Target_413,2054,6.821022987365723,5.639743328094482,target-swap,2,0
Target_186,365,2.207608222961426,5.991837978363037,target-swap,2,0
Target_131,1888,6.853871822357178,3.1140995025634766,target-swap,2,0
Target_338,2071,6.07572078704834,6.564657688140869,target-swap,2,0
Target_186,349,6.221848964691162,5.8640265464782715,target-swap,2,0
Target_20,1957,6.97469425201416,5.39650821685791,target-swap,2,0
Target_81,1734,5.0,6.379428863525391,target-swap,2,0
Target_374,1567,5.397940158843994,4.477611541748047,target-swap,2,0
Target_326,1285,4.12493896484375,4.771573543548584,target-swap,2,0
Target_173,2450,6.1348958015441895,5.6971964836120605,target-swap,2,0
Target_158,1958,7.036211967468262,6.336940765380859,target-swap,2,0
Target_163,2381,5.958607196807861,7.012501239776611,target-swap,2,0
Target_216,2270,8.008773803710938,4.247045040130615,target-swap,2,0
Target_258,2403,5.522878646850586,5.987575531005859,target-swap,2,0
Target_388,1316,3.795880079269409,5.295595169067383,target-swap,2,0
Target_162,1057,4.79587984085083,4.586638450622559,target-swap,2,0
Target_154,1777,6.096909999847412,4.894830226898193,target-swap,2,0
Target_110,1039,5.677780628204346,5.359624862670898,target-swap,2,0
Target_130,785,5.301030158996582,5.7784953117370605,target-swap,2,0
Target_349,1850,5.853871822357178,4.758957862854004,target-swap,2,0
Target_413,243,6.829738140106201,7.5306501388549805,target-swap,2,0
Target_413,717,2.4067139625549316,3.8791537284851074,target-swap,2,0
Target_155,1183,4.853871822357178,5.437352180480957,target-swap,2,0
Target_186,636,3.4225082397460938,3.547793388366699,target-swap,2,0
Target_258,2407,2.3098039627075195,3.7989578247070312,target-swap,2,0
Target_186,116,4.744727611541748,5.810367107391357,target-swap,2,0
Target_59,386,7.096909999847412,4.670629024505615,target-swap,2,0
Target_413,2060,5.539102077484131,6.6325836181640625,target-swap,2,0
Target_126,2251,5.091515064239502,4.93397331237793,target-swap,2,0
Target_121,1007,5.086185932159424,5.281137943267822,target-swap,2,0
Target_311,899,3.4814860820770264,3.350630044937134,target-swap,2,0
Target_198,945,3.522878646850586,4.271787166595459,target-swap,2,0
Target_305,1947,6.3565473556518555,5.73110294342041,target-swap,2,0
Target_183,2385,5.847711563110352,4.559654235839844,target-swap,2,0
Target_70,1736,5.0,6.435746669769287,target-swap,2,0
Target_361,742,6.79587984085083,7.928003311157227,target-swap,2,0
Target_162,1134,7.148741722106934,5.484384536743164,target-swap,2,0
Target_186,699,3.913640260696411,5.247457504272461,target-swap,2,0
Target_351,935,5.096909999847412,5.434849739074707,target-swap,2,0
Target_262,219,5.070580959320068,7.314400672912598,target-swap,2,0
Target_396,1575,4.259637355804443,5.436049938201904,target-swap,2,0
Target_401,284,8.42021656036377,5.954056739807129,target-swap,2,0
Target_60,901,5.4685211181640625,5.498724937438965,target-swap,2,0
Target_186,140,3.673664093017578,6.929446697235107,target-swap,2,0
Target_173,816,5.565750598907471,5.251549243927002,target-swap,2,0
Target_186,132,3.962573528289795,5.043045997619629,target-swap,2,0
